"host_identity_verified","neighbourhood_group","neighbourhood","lat","long","country","country_code","instant_bookable","cancellation_policy","room_type","Construction_year","price","service_fee","minimum_nights","number_of_reviews","last_review","reviews_per_month","review_rate_number","calculated_host_listings_count","availability_365"
"unconfirmed","Brooklyn","South Slope",40.66752,-73.9849,"United States","US",FALSE,"strict","Entire home/apt",2004,299,60,6,2,"8/28/2017",0.06,5,3,0
"verified","Manhattan","Midtown",40.74296,-73.98691,"United States","US",FALSE,"flexible","Entire home/apt",2008,749,150,5,89,"4/12/2019",2.62,1,1,179
"unconfirmed","Manhattan","Murray Hill",40.74404,-73.97217,"United States","US",FALSE,"strict","Private room",2009,1041,208,30,2,"3/31/2017",0.07,5,96,303
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.69085,-73.95578,"United States","US",TRUE,"flexible","Private room",2015,359,72,2,41,"5/28/2019",1.25,3,4,83
"verified","Manhattan","East Village",40.73193,-73.99126,"United States","US",TRUE,"moderate","Entire home/apt",2014,479,96,30,1,"7/30/2017",0.04,2,87,356
"verified","Manhattan","East Harlem",40.79577,-73.9362,"United States","US",FALSE,"moderate","Entire home/apt",2018,90,18,3,85,"7/1/2019",2.5,5,1,175
"unconfirmed","Manhattan","East Village",40.72522,-73.9873,"United States","US",FALSE,"flexible","Entire home/apt",2019,934,187,2,41,"10/14/2017",1.24,3,2,23
"unconfirmed","Queens","Edgemere",40.59324,-73.77288,"United States","US",TRUE,"strict","Private room",2012,596,119,30,1,"8/5/2017",0.04,2,43,354
"unconfirmed","Queens","Edgemere",40.59304,-73.77339,"United States","US",TRUE,"moderate","Private room",2018,293,59,30,0,NA,NA,2,43,313
"unconfirmed","Queens","Edgemere",40.59517,-73.77236,"United States","US",TRUE,"flexible","Private room",2013,505,101,30,2,"2/9/2019",0.07,3,43,306
"unconfirmed","Brooklyn","East New York",40.66136,-73.8678,"United States","US",TRUE,"strict","Private room",2014,404,81,2,38,"2/11/2019",1.24,4,4,159
"verified","Brooklyn","Flatbush",40.64837,-73.9618,"United States","US",FALSE,"flexible","Entire home/apt",2005,92,18,4,8,"8/20/2018",0.24,3,1,0
"verified","Manhattan","Chinatown",40.71676,-73.99369,"United States","US",TRUE,"moderate","Private room",2003,493,99,20,0,NA,NA,5,1,188
"verified","Manhattan","Chelsea",40.74481,-73.99264,"United States","US",TRUE,"moderate","Entire home/apt",2019,1167,233,30,0,NA,NA,4,87,236
"unconfirmed","Brooklyn","Bushwick",40.70015,-73.92507,"United States","US",TRUE,"flexible","Private room",2018,653,131,1,5,"6/30/2017",0.15,1,1,0
"verified","Brooklyn","Bedford-Stuyvesant",40.68785,-73.95046,"United States","US",TRUE,"moderate","Private room",2016,1157,231,30,0,NA,NA,1,43,285
"unconfirmed","Manhattan","Murray Hill",40.74653,-73.9739,"United States","US",TRUE,"strict","Private room",2011,210,42,1,15,"10/14/2018",0.44,4,3,7
"verified","Manhattan","Battery Park City",40.70707,-74.01702,"United States","US",FALSE,"moderate","Entire home/apt",2004,610,122,30,0,NA,NA,4,1,0
"verified","Queens","Ozone Park",40.68287,-73.85981,"United States","US",TRUE,"moderate","Private room",2020,1088,218,2,41,"6/3/2019",1.2,1,1,353
"unconfirmed","Manhattan","Midtown",40.76276,-73.97652,"United States","US",TRUE,"flexible","Private room",2009,260,52,4,32,"6/17/2019",0.94,2,1,167
"verified","Brooklyn","Bedford-Stuyvesant",40.6898,-73.93746,"United States","US",TRUE,"moderate","Private room",2015,327,65,7,0,NA,NA,5,1,72
"unconfirmed","Manhattan","Upper West Side",40.78017,-73.97574,"United States","US",FALSE,"flexible","Private room",2014,1109,222,30,10,"5/28/2019",0.31,1,10,342
"unconfirmed","Manhattan","Greenwich Village",40.73499,-73.99254,"United States","US",FALSE,"flexible","Private room",2008,776,155,2,36,"6/9/2019",1.06,3,1,13
"unconfirmed","Brooklyn","Williamsburg",40.71096,-73.95685,"United States","US",TRUE,"strict","Entire home/apt",2021,368,74,6,49,"11/30/2018",1.46,5,1,0
"unconfirmed","Manhattan","Nolita",40.72222,-73.99545,"United States","US",TRUE,"strict","Entire home/apt",2020,694,139,2,15,"5/7/2017",0.44,1,1,0
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68881,-73.9497,"United States","US",FALSE,"flexible","Entire home/apt",2004,582,116,2,128,"6/25/2019",3.77,4,1,93
"unconfirmed","Queens","Astoria",40.76145,-73.92273,"United States","US",TRUE,"flexible","Private room",2014,1160,232,3,6,"10/23/2017",0.18,1,2,10
"unconfirmed","Manhattan","Harlem",40.8117,-73.94563,"United States","US",FALSE,"flexible","Private room",2009,1053,211,3,97,"7/5/2019",2.9,3,2,272
"verified","Manhattan","Chelsea",40.74787,-74.00088,"United States","US",FALSE,"flexible","Entire home/apt",2007,338,68,30,42,"1/4/2019",1.24,5,1,281
"verified","Bronx","Concourse Village",40.82974,-73.92092,"United States","US",FALSE,"flexible","Entire home/apt",2010,426,85,1,0,NA,NA,3,1,89
"verified","Brooklyn","Bedford-Stuyvesant",40.69264,-73.94267,"United States","US",FALSE,"moderate","Private room",2022,287,57,3,0,NA,NA,2,1,0
"unconfirmed","Brooklyn","Crown Heights",40.67046,-73.94156,"United States","US",FALSE,"flexible","Entire home/apt",2009,346,69,2,4,"12/5/2016",0.12,2,1,0
"unconfirmed","Manhattan","West Village",40.72989,-74.00541,"United States","US",TRUE,"strict","Entire home/apt",2008,572,114,30,16,"5/16/2017",0.48,3,2,0
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68943,-73.95186,"United States","US",FALSE,"flexible","Private room",2011,1119,224,30,0,NA,NA,1,43,328
"unconfirmed","Manhattan","Inwood",40.86582,-73.92582,"United States","US",TRUE,"moderate","Private room",2011,1073,215,4,26,"5/24/2019",0.78,3,1,238
"verified","Queens","Long Island City",40.75957,-73.92863,"United States","US",TRUE,"strict","Entire home/apt",2004,202,40,2,95,"6/19/2019",2.86,5,1,309
"verified","Brooklyn","Bedford-Stuyvesant",40.69059,-73.95602,"United States","US",TRUE,"moderate","Private room",2010,130,26,3,20,"2/12/2019",0.61,1,4,90
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68979,-73.95048,"United States","US",FALSE,"strict","Private room",2018,661,132,30,1,"10/7/2017",0.05,3,43,216
"verified","Manhattan","Hell's Kitchen",40.76276,-73.98942,"United States","US",TRUE,"flexible","Private room",2018,202,40,2,105,"12/15/2018",3.09,2,1,0
"unconfirmed","Staten Island","West Brighton",40.63215,-74.11403,"United States","US",TRUE,"flexible","Private room",2007,1036,207,2,56,"1/4/2019",1.8,2,5,355
"verified","Manhattan","Hell's Kitchen",40.76714,-73.98777,"United States","US",FALSE,"moderate","Entire home/apt",2003,1166,233,14,0,NA,NA,5,1,0
"unconfirmed","Brooklyn","Williamsburg",40.71204,-73.9656,"United States","US",FALSE,"moderate","Private room",2004,564,113,3,29,"7/8/2019",0.85,1,1,0
"unconfirmed","Brooklyn","Williamsburg",40.71111,-73.96299,"United States","US",FALSE,"strict","Entire home/apt",2008,277,55,4,12,"11/30/2018",0.37,4,1,5
"verified","Manhattan","Chelsea",40.74587,-73.99149,"United States","US",TRUE,"flexible","Private room",2020,318,64,1,200,"6/19/2019",5.87,3,4,60
"unconfirmed","Manhattan","Midtown",40.74949,-73.98277,"United States","US",TRUE,"flexible","Entire home/apt",2022,1009,202,30,5,"8/10/2018",0.16,3,14,326
"unconfirmed","Brooklyn","Red Hook",40.67748,-74.00989,"United States","US",TRUE,"flexible","Entire home/apt",2007,309,62,2,132,"7/3/2019",3.91,4,1,244
"unconfirmed","Bronx","Bronxdale",40.85401,-73.86594,"United States","US",TRUE,"strict","Entire home/apt",2011,674,135,7,24,"8/24/2018",0.71,4,1,0
"verified","Manhattan","Harlem",40.80466,-73.95582,"United States","US",TRUE,"moderate","Entire home/apt",2022,159,32,3,1,"1/22/2017",0.03,1,1,364
"verified","Queens","Jamaica",40.67537,-73.77355,"United States","US",FALSE,"moderate","Private room",2012,818,164,1,5,"9/7/2018",0.16,1,2,179
"verified","Brooklyn","Bushwick",40.69935,-73.91332,"United States","US",TRUE,"moderate","Private room",2009,150,30,4,4,"1/2/2018",0.16,1,1,189
"unconfirmed","Brooklyn","Flatlands",40.62979,-73.94431,"United States","US",TRUE,"strict","Private room",2015,1154,231,1,2,"9/17/2017",0.09,4,8,189
"unconfirmed","Brooklyn","Crown Heights",40.66684,-73.94753,"United States","US",FALSE,"moderate","Private room",2014,1144,229,30,8,"1/1/2019",0.23,3,8,340
"unconfirmed","Queens","St. Albans",40.68461,-73.76899,"United States","US",FALSE,"moderate","Private room",2005,564,113,1,98,"6/23/2019",2.87,1,5,180
"unconfirmed","Brooklyn","Prospect-Lefferts Gardens",40.65916,-73.95074,"United States","US",TRUE,"strict","Private room",2010,420,84,3,169,"7/2/2019",4.98,5,1,136
"unconfirmed","Brooklyn","Crown Heights",40.67415,-73.95627,"United States","US",TRUE,"strict","Private room",2017,325,65,4,2,"8/28/2018",0.06,1,1,14
"verified","Brooklyn","Cypress Hills",40.68004,-73.88709,"United States","US",TRUE,"strict","Private room",2007,599,120,3,0,NA,NA,2,1,317
"verified","Brooklyn","Williamsburg",40.7176,-73.96148,"United States","US",TRUE,"flexible","Entire home/apt",2013,457,91,3,19,"10/1/2018",0.57,3,1,7
"unconfirmed","Brooklyn","Park Slope",40.67634,-73.98311,"United States","US",TRUE,"strict","Entire home/apt",2005,605,121,14,10,"6/30/2018",0.3,1,1,20
"unconfirmed","Manhattan","Financial District",40.7083,-74.01406,"United States","US",FALSE,"flexible","Private room",2019,675,135,5,1,"1/1/2017",0.03,2,1,0
"verified","Manhattan","Harlem",40.82367,-73.93762,"United States","US",TRUE,"flexible","Entire home/apt",2005,547,109,2,3,"8/13/2017",0.09,5,1,0
"unconfirmed","Brooklyn","Sunset Park",40.65651,-74.0029,"United States","US",TRUE,"moderate","Private room",2006,814,163,2,34,"6/13/2019",1,3,2,181
"verified","Queens","Holliswood",40.72468,-73.76681,"United States","US",TRUE,"strict","Private room",2014,682,136,3,11,"6/30/2019",0.52,4,1,135
"unconfirmed","Brooklyn","Greenpoint",40.72596,-73.94643,"United States","US",FALSE,"moderate","Entire home/apt",2016,855,171,3,8,"12/7/2018",0.24,1,1,0
"unconfirmed","Manhattan","Hell's Kitchen",40.76133,-73.99744,"United States","US",FALSE,"moderate","Entire home/apt",2006,1073,215,3,1,"10/15/2016",0.03,2,1,158
"unconfirmed","Manhattan","SoHo",40.72688,-74.0022,"United States","US",FALSE,"strict","Entire home/apt",2008,687,137,3,79,"6/23/2019",2.33,3,1,28
"verified","Brooklyn","Sunset Park",40.66303,-73.99431,"United States","US",FALSE,"strict","Private room",2003,323,65,10,13,"6/23/2019",0.4,4,2,302
"verified","Manhattan","Lower East Side",40.71975,-73.98608,"United States","US",TRUE,"strict","Entire home/apt",2015,127,25,1,2,"10/20/2016",0.06,3,1,0
"unconfirmed","Manhattan","Upper West Side",40.78492,-73.97992,"United States","US",FALSE,"moderate","Private room",2011,449,90,2,41,"5/20/2019",1.21,5,1,89
"verified","Queens","Arverne",40.58792,-73.80062,"United States","US",FALSE,"moderate","Private room",2009,387,77,2,8,"5/18/2019",0.68,4,1,67
"unconfirmed","Bronx","Fordham",40.86533,-73.89713,"United States","US",FALSE,"moderate","Private room",2010,449,90,3,1,"9/24/2018",0.1,4,1,179
"unconfirmed","Brooklyn","Fort Greene",40.69415,-73.97131,"United States","US",TRUE,"strict","Entire home/apt",2020,529,106,3,26,"5/4/2018",0.76,3,1,0
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68678,-73.94467,"United States","US",FALSE,"moderate","Private room",2008,937,187,2,3,"10/29/2016",0.09,3,1,0
"unconfirmed","Manhattan","Upper West Side",40.79778,-73.97232,"United States","US",FALSE,"strict","Entire home/apt",2006,144,29,2,1,"10/23/2016",0.03,2,1,0
"unconfirmed","Brooklyn","Williamsburg",40.70547,-73.93747,"United States","US",FALSE,"moderate","Private room",2008,162,32,20,0,NA,NA,3,2,363
"unconfirmed","Manhattan","Midtown",40.74371,-73.98454,"United States","US",TRUE,"flexible","Entire home/apt",2017,525,105,3,57,"4/28/2019",1.7,4,1,157
"verified","Brooklyn","Brooklyn Heights",40.69293,-73.99113,"United States","US",FALSE,"moderate","Entire home/apt",2018,134,27,2,25,"6/27/2019",0.74,5,1,30
"verified","Brooklyn","Bedford-Stuyvesant",40.68408,-73.95411,"United States","US",FALSE,"strict","Entire home/apt",2012,1034,207,3,62,"6/26/2019",1.88,5,1,275
"verified","Queens","Long Island City",40.7579,-73.93052,"United States","US",TRUE,"moderate","Entire home/apt",2016,332,66,2,5,"10/9/2017",0.15,4,1,66
"unconfirmed","Brooklyn","Crown Heights",40.67933,-73.96219,"United States","US",TRUE,"strict","Entire home/apt",2022,1197,239,2,16,"8/6/2017",0.48,1,1,35
"verified","Manhattan","Harlem",40.82158,-73.95592,"United States","US",TRUE,"strict","Entire home/apt",2015,251,50,4,69,"6/16/2019",2.05,5,1,110
"verified","Manhattan","Murray Hill",40.74968,-73.97665,"United States","US",FALSE,"moderate","Private room",2005,273,55,4,10,"7/5/2019",0.57,3,2,364
"unconfirmed","Manhattan","East Harlem",40.78762,-73.94303,"United States","US",TRUE,"flexible","Private room",2015,647,129,1,78,"7/2/2019",2.33,4,2,74
"verified","Manhattan","Murray Hill",40.74825,-73.97673,"United States","US",TRUE,"moderate","Private room",2007,166,33,5,3,"1/14/2019",0.17,5,2,364
"unconfirmed","Brooklyn","Sheepshead Bay",40.60892,-73.96221,"United States","US",TRUE,"strict","Private room",2011,771,154,3,14,"11/11/2018",0.41,1,2,156
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68385,-73.9523,"United States","US",TRUE,"flexible","Entire home/apt",2020,151,30,2,66,"6/30/2019",2.01,2,2,55
"verified","Brooklyn","Williamsburg",40.70623,-73.92808,"United States","US",FALSE,"strict","Private room",2016,113,23,4,12,"3/15/2018",0.42,1,1,0
"verified","Manhattan","Washington Heights",40.83839,-73.93819,"United States","US",FALSE,"moderate","Private room",2007,696,139,2,12,"9/2/2018",0.36,5,1,124
"unconfirmed","Manhattan","Hell's Kitchen",40.76338,-73.99552,"United States","US",FALSE,"moderate","Entire home/apt",2022,683,137,3,170,"7/2/2019",4.99,4,1,82
"unconfirmed","Brooklyn","Crown Heights",40.67619,-73.94936,"United States","US",FALSE,"strict","Entire home/apt",2016,1005,201,1,222,"6/25/2019",6.61,2,1,32
"verified","Manhattan","Kips Bay",40.7401,-73.98123,"United States","US",TRUE,"flexible","Entire home/apt",2014,972,194,2,9,"1/1/2019",0.27,1,1,0
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68237,-73.92258,"United States","US",TRUE,"flexible","Private room",2017,936,187,2,92,"7/2/2019",3.17,5,2,139
"unconfirmed","Brooklyn","Bensonhurst",40.61238,-73.99805,"United States","US",TRUE,"moderate","Entire home/apt",2022,995,199,3,54,"6/13/2019",1.72,5,1,61
"unconfirmed","Manhattan","Theater District",40.761,-73.98522,"United States","US",FALSE,"flexible","Entire home/apt",2004,662,132,30,5,"6/25/2017",0.15,3,23,365
"verified","Manhattan","Upper East Side",40.77336,-73.95054,"United States","US",TRUE,"moderate","Entire home/apt",2011,252,50,3,0,NA,NA,5,1,0
"verified","Manhattan","Midtown",40.75645,-73.97828,"United States","US",TRUE,"flexible","Entire home/apt",2021,743,149,1,0,NA,NA,1,1,364
"verified","Queens","Ditmars Steinway",40.77021,-73.90947,"United States","US",FALSE,"flexible","Private room",2017,183,37,2,59,"5/27/2019",1.77,5,2,232
"unconfirmed","Queens","Astoria",40.7656,-73.92293,"United States","US",FALSE,"flexible","Private room",2013,551,110,1,43,"5/26/2019",1.28,5,2,331
"verified","Manhattan","East Village",40.72609,-73.98795,"United States","US",TRUE,"moderate","Private room",2017,111,22,2,74,"6/24/2019",2.2,4,3,62
"verified","Brooklyn","Bushwick",40.69025,-73.91251,"United States","US",TRUE,"flexible","Private room",2022,1189,238,1,23,"6/21/2019",0.69,4,1,290
"unconfirmed","Manhattan","Upper East Side",40.76095,-73.96143,"United States","US",TRUE,"flexible","Entire home/apt",2006,1184,237,30,10,"10/22/2018",0.34,4,34,277
"unconfirmed","Queens","Maspeth",40.73834,-73.90774,"United States","US",TRUE,"strict","Private room",2003,74,15,1,1,"9/26/2016",0.03,3,1,0
"unconfirmed","Brooklyn","Flatbush",40.63714,-73.95316,"United States","US",TRUE,"moderate","Private room",2005,840,168,3,28,"6/15/2019",2.64,5,2,54
"verified","Brooklyn","Bushwick",40.68342,-73.90993,"United States","US",FALSE,"moderate","Private room",2017,705,141,1,19,"6/30/2019",0.58,4,1,88
"unconfirmed","Manhattan","Murray Hill",40.74438,-73.97365,"United States","US",FALSE,"flexible","Entire home/apt",2009,63,13,1,1,"9/22/2016",0.03,5,1,0
"unconfirmed","Manhattan","Upper East Side",40.77511,-73.9553,"United States","US",TRUE,"flexible","Private room",2019,646,129,3,7,"4/18/2018",0.26,2,1,0
"verified","Queens","Ridgewood",40.70512,-73.91386,"United States","US",TRUE,"moderate","Private room",2008,263,53,1,6,"5/31/2019",2.9,2,1,158
"verified","Brooklyn","Crown Heights",40.67019,-73.9318,"United States","US",FALSE,"moderate","Private room",2014,947,189,2,77,"6/23/2019",2.3,1,1,3
"unconfirmed","Brooklyn","East New York",40.67293,-73.89548,"United States","US",TRUE,"flexible","Entire home/apt",2007,182,36,30,68,"5/14/2019",2.01,4,2,247
"verified","Queens","Forest Hills",40.71871,-73.8532,"United States","US",FALSE,"moderate","Private room",2021,293,59,3,9,"2/19/2017",0.27,2,1,95
"unconfirmed","Manhattan","Midtown",40.7641,-73.97989,"United States","US",FALSE,"flexible","Private room",2020,522,104,2,24,"6/19/2017",0.71,2,2,0
"unconfirmed","Brooklyn","Brighton Beach",40.57608,-73.9614,"United States","US",TRUE,"moderate","Shared room",2004,766,153,1,34,"6/1/2019",1.01,1,3,343
"verified","Brooklyn","East New York",40.67502,-73.89004,"United States","US",FALSE,"strict","Entire home/apt",2013,543,109,3,33,"4/14/2019",0.97,3,8,356
"unconfirmed","Manhattan","Washington Heights",40.85797,-73.93286,"United States","US",TRUE,"moderate","Entire home/apt",2015,1080,216,4,13,"4/21/2019",0.39,2,1,42
"verified","Manhattan","Tribeca",40.72125,-74.00691,"United States","US",FALSE,"moderate","Entire home/apt",2015,1008,202,30,0,NA,NA,3,121,280
"verified","Manhattan","SoHo",40.7249,-74.00105,"United States","US",FALSE,"moderate","Entire home/apt",2007,653,131,30,0,NA,NA,4,121,249
"unconfirmed","Manhattan","Chelsea",40.74348,-73.99365,"United States","US",FALSE,"moderate","Private room",2022,1121,224,1,205,"7/5/2019",6.07,1,1,90
"unconfirmed","Manhattan","Gramercy",40.73405,-73.98862,"United States","US",FALSE,"moderate","Entire home/apt",2012,634,127,1,103,"6/30/2019",3.11,4,1,335
"verified","Brooklyn","Williamsburg",40.71435,-73.96336,"United States","US",FALSE,"strict","Private room",2012,855,171,14,1,"9/30/2017",0.05,1,1,341
"verified","Brooklyn","Flatbush",40.64026,-73.95347,"United States","US",TRUE,"moderate","Private room",2012,866,173,3,2,"10/19/2016",0.06,1,2,0
"unconfirmed","Brooklyn","Sunset Park",40.64487,-74.00893,"United States","US",TRUE,"moderate","Private room",2016,826,165,1,49,"6/30/2019",1.44,2,1,90
"unconfirmed","Manhattan","Upper East Side",40.77962,-73.95069,"United States","US",FALSE,"strict","Entire home/apt",2017,227,45,1,0,NA,NA,4,1,0
"unconfirmed","Brooklyn","Williamsburg",40.71411,-73.94402,"United States","US",FALSE,"flexible","Entire home/apt",2012,752,150,2,13,"8/28/2018",0.41,3,1,188
"unconfirmed","Brooklyn","Downtown Brooklyn",40.69569,-73.98249,"United States","US",FALSE,"moderate","Private room",2004,499,100,1,0,NA,NA,4,1,0
"verified","Manhattan","Harlem",40.8155,-73.94578,"United States","US",FALSE,"strict","Entire home/apt",2020,972,194,5,102,"7/3/2019",3.04,4,4,118
"verified","Brooklyn","Greenpoint",40.72679,-73.94838,"United States","US",FALSE,"flexible","Private room",2008,76,15,2,51,"9/26/2017",1.52,2,1,0
"verified","Manhattan","SoHo",40.72058,-73.99807,"United States","US",TRUE,"flexible","Private room",2022,653,131,3,21,"6/15/2019",0.63,1,2,82
"verified","Manhattan","Midtown",40.75376,-73.97132,"United States","US",FALSE,"flexible","Private room",2017,497,99,3,4,"12/18/2016",0.12,3,12,365
